sku,produto_site,categoria,preco_venda_brl,custo_alvo_brl,margem_alvo,fornecedor,link_busca_fornecedor,busca_alternativa,status,observacoes,foto_url
MLA-AE-030-RADIO-WALK,Rádio Walkie Talkie Baofeng UV-21 Pro V2 Longo Alcance Multibanda Cópia de Frequência Para Acampamento Trilhas,Brasil,405.98,202.99,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005012152026770.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057625049232%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20270%2C65%21R%24%20202%2C99%21%21%21333.85%21250.39%21%40210328d417817019664073412ed961%2112000057625049232%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005012152026770.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057625049232%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20270%2C65%21R%24%20202%2C99%21%21%21333.85%21250.39%21%40210328d417817019664073412ed961%2112000057625049232%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sa00dfae050f3474d82d9258c9239e586Q.jpg_220x220q75.jpg_.webp
MLA-AE-031-BRASIL-ARM,Brasil armazém 50 pçs controle remoto 433mhz clone universal aprendizagem código de rolamento duplicador abridor chave para portão porta da garagem,Brasil,767.68,383.84,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005009524835788.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000049364173433%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20548%2C34%21R%24%20383%2C84%21%21%21100.10%2170.07%21%40210328d417817019664073412ed961%2112000049364173433%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005009524835788.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000049364173433%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20548%2C34%21R%24%20383%2C84%21%21%21100.10%2170.07%21%40210328d417817019664073412ed961%2112000049364173433%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Se9d4116d4a6f4753a500d88bf86709ed6.jpg_220x220q75.jpg_.webp
MLA-AE-032-SHERRYBERG,SherryBerg 40 idf carby carburador substituir fajs weber 40idf carb para bug/balheto/porsche motor acessórios de automóvel automovil,Brasil,1141.98,570.99,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005006461549839.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000037281754379%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20620%2C64%21R%24%20570%2C99%21%21%21113.30%21104.24%21%40210328d417817019664073412ed961%2112000037281754379%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005006461549839.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000037281754379%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20620%2C64%21R%24%20570%2C99%21%21%21113.30%21104.24%21%40210328d417817019664073412ed961%2112000037281754379%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Hdc21b2b5f7fb403ab4dbb9de0e28e9a5Z.jpg_220x220q75.jpg_.webp
MLA-AE-033-FNIRSI-DMT,FNIRSI DMT-99 Multímetro Digital True RMS 10000 Contagens Resistência Capacitância Frequência Temperatura Corrente Tensão NCV Tester,Brasil,389.42,194.71,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005006220702615.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000049006306772%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20425%2C86%21R%24%20194%2C71%21%21%21525.30%21240.17%21%40210328d417817019664073412ed961%2112000049006306772%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005006220702615.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000049006306772%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20425%2C86%21R%24%20194%2C71%21%21%21525.30%21240.17%21%40210328d417817019664073412ed961%2112000049006306772%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209527389&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S3d6a5bc497d74ff9b7c12174835896b5h.jpg_220x220q75.jpg_.webp
MLA-AE-034-TRUSTFIRE-,TrustFire GM23 Lanterna LED tática compacta e poderosa GL0ck montada em trilho de luz de liberação rápida tocha recarregável USB,Brasil,345.98,172.99,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005009139408781.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000048059481602%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20332%2C67%21R%24%20172%2C99%21%21%2160.73%2131.58%21%40210328d417817019664073412ed961%2112000048059481602%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005009139408781.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000048059481602%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20332%2C67%21R%24%20172%2C99%21%21%2160.73%2131.58%21%40210328d417817019664073412ed961%2112000048059481602%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sb9b3732474274851b0f7c4c5696749d1L.jpg_220x220q75.jpg_.webp
MLA-AE-035-ULANZI-MT-,Ulanzi MT-79 2M Portátil Tripé Universal Liga de Alumínio Suporte para Lâmpada Suporte LT028 Luz de Preenchimento Câmera Leve Câmera de Ação,Brasil,234.92,117.46,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005006105854815.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057117619739%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20315%2C42%21R%24%20117%2C46%21%21%2157.58%2121.44%21%40210328d417817019664073412ed961%2112000057117619739%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207257999&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005006105854815.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057117619739%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20315%2C42%21R%24%20117%2C46%21%21%2157.58%2121.44%21%40210328d417817019664073412ed961%2112000057117619739%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207257999&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S2220631ee3af42fa9bdf4e72698f6d54x.jpg_220x220q75.jpg_.webp
MLA-AE-036-PLACAS-DE-,Placas de Vídeo MOUGOL AMD Radeon Series RX580 RX5500XT RX5700 8GB RX6500XT 4GB para Jogos em Computadores de Mesa,Brasil,1419.54,709.77,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005010491665897.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000058217548492%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%201.182%2C94%21R%24%20709%2C77%21%21%211459.16%21875.50%21%40210328d417817019664073412ed961%2112000058217548492%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005010491665897.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000058217548492%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%201.182%2C94%21R%24%20709%2C77%21%21%211459.16%21875.50%21%40210328d417817019664073412ed961%2112000058217548492%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S41b3d32c5ef44a57b310724716a5e8ae9.jpg_220x220q75.jpg_.webp
MLA-AE-037-CONTROLE-S,"Controle Sem Fio GameSir G7 Pro Wuchang para Xbox – Base de Carregamento, Joystick TMR, Gatilho com Efeito Hall, Faceplate Intercambiável",Brasil,1223.50,611.75,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005012193136137.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057717637745%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20620%2C59%21R%24%20611%2C75%21%21%21113.29%21111.68%21%40210328d417817019664073412ed961%2112000057717637745%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005012193136137.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057717637745%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20620%2C59%21R%24%20611%2C75%21%21%21113.29%21111.68%21%40210328d417817019664073412ed961%2112000057717637745%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S9ca80ae12ac647159a033a55b9a81f90v.png_220x220.png_.webp
MLA-AE-038-KOOTION-SA,KOOTION Sata SSD 2TB 1TB 512GB 256GB 128GB SATA3 Unidade de estado sólido interna 2.5 Polegada HDD Disco rígido para laptop Desktop PC Servidor,Brasil,369.94,184.97,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005005139559394.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000058510261515%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20440%2C48%21R%24%20184%2C97%21%21%2180.41%2133.77%21%40210328d417817019664073412ed961%2112000058510261515%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005005139559394.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000058510261515%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20440%2C48%21R%24%20184%2C97%21%21%2180.41%2133.77%21%40210328d417817019664073412ed961%2112000058510261515%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000207278028&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sbf2fccc4f5a14386a4e7e67db5b594803.jpg_220x220q75.jpg_.webp
MLA-AE-039-VEDO-FOTOG,VEDO Fotografia Flash Snoot Lente Cônica Kit Vídeo Modelagem Forma Estúdio Fotográfico Com Holofote Óptico 35 Gobo,Brasil,529.06,264.53,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005010339528970.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000052034636158%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20826%2C67%21R%24%20264%2C53%21%21%211019.70%21326.30%21%40210328d417817019664073412ed961%2112000052034636158%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005010339528970.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000052034636158%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20826%2C67%21R%24%20264%2C53%21%21%211019.70%21326.30%21%40210328d417817019664073412ed961%2112000052034636158%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Scca7a082bd314075831131e6379dffafj.jpg_220x220q75.jpg_.webp
MLA-AE-040-PRODUTO-CO,Produto coletado 40,Brasil,309.06,154.53,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005006952793901.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000038838212118%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20283%2C22%21R%24%20154%2C53%21%21%21349.35%21190.61%21%40210328d417817019664073412ed961%2112000038838212118%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209317414&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005006952793901.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000038838212118%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20283%2C22%21R%24%20154%2C53%21%21%21349.35%21190.61%21%40210328d417817019664073412ed961%2112000038838212118%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209317414&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S8439c120f2ba438f960db1b2938d3354T.jpg_220x220q75.jpg_.webp
MLA-AE-041-AQUECEDOR-,"Aquecedor elétrico para os pés, massageador de tornozelo, relaxamento muscular, compressa quente, protetor de tornozelo e pulso, suporte para tornozelo e pulso",Brasil,109.78,54.89,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005008295654605.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000050951091412%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20109%2C78%21R%24%2054%2C89%21%21%2120.04%2110.02%21%40210328d417817019664073412ed961%2112000050951091412%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005008295654605.html?pvid=fd56b9b6-ad78-452a-b297-bf98115485d0&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000050951091412%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%20109%2C78%21R%24%2054%2C89%21%21%2120.04%2110.02%21%40210328d417817019664073412ed961%2112000050951091412%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9089467070.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S846ebbe54ac34b878132c62bc3f4c416b.jpg_220x220q75.jpg_.webp
MLA-AE-042-MEIAS-MASC,meias masculinas，meia antiderrapante futebol，meias esportivas masculina，meia ciclismo，atacado para revender de tudo，do bras,Brasil,70.24,35.12,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005008940830392.html?pvid=5132c019-c4b0-43aa-9b99-63f022dd2a74&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000051502960882%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%2047%2C99%21R%24%2035%2C12%21%21%2147.99%2135.12%21%40210328d417817019664073412ed961%2112000051502960882%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209547951&spm=a2g0o.tm1000013488.9439259550.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005008940830392.html?pvid=5132c019-c4b0-43aa-9b99-63f022dd2a74&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000051502960882%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%2047%2C99%21R%24%2035%2C12%21%21%2147.99%2135.12%21%40210328d417817019664073412ed961%2112000051502960882%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894%3BpisId%3A5000000209547951&spm=a2g0o.tm1000013488.9439259550.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/S9dc6fc5d58864e39aab75561b7fdf5a5I.jpg_220x220q75.jpg_.webp
MLA-AE-043-CABO-DE-SI,Cabo de Silicone Líquido Tipo-C 120W 6A Super Rápido com Carregamento Rápido PD 60W e Cabo USB para Dados,Brasil,50.16,25.08,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005012002148894.html?pvid=5132c019-c4b0-43aa-9b99-63f022dd2a74&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057340551002%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%2038%2C00%21R%24%2025%2C08%21%21%2138.00%2125.08%21%40210328d417817019664073412ed961%2112000057340551002%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9439259550.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005012002148894.html?pvid=5132c019-c4b0-43aa-9b99-63f022dd2a74&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057340551002%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%2038%2C00%21R%24%2025%2C08%21%21%2138.00%2125.08%21%40210328d417817019664073412ed961%2112000057340551002%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9439259550.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Scbe6dcddea7b4afcaf159555399586242.jpg_220x220q75.jpg_.webp
MLA-AE-044-BOMBA-PORT,Bomba Portátil para Bicicleta de Estrada e MTB Bomba de Ar Manual com Adaptador Válvula Presta Prática,Brasil,63.90,31.95,50%,Fornecedor externo,"https://pt.aliexpress.com/item/1005012277473326.html?pvid=5132c019-c4b0-43aa-9b99-63f022dd2a74&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057946487744%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%2045%2C00%21R%24%2031%2C95%21%21%2145.00%2131.95%21%40210328d417817019664073412ed961%2112000057946487744%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9439259550.dundefined&aecmd=true","https://pt.aliexpress.com/item/1005012277473326.html?pvid=5132c019-c4b0-43aa-9b99-63f022dd2a74&pdp_ext_f=%7B%22ship_from%22:%22BR%22,%22sku_id%22:%2212000057946487744%22%7D&scm=1007.50991.440319.0&scm-url=1007.50991.440319.0&scm_id=1007.50991.440319.0&pdp_npi=6%40dis%21BRL%21R%24%2045%2C00%21R%24%2031%2C95%21%21%2145.00%2131.95%21%40210328d417817019664073412ed961%2112000057946487744%21gdf%21BR%213073886609%21X%211%210%21n_tag%3A-29919%3Bd%3Afe29c9c9%3Bm03_new_user%3A-29894&spm=a2g0o.tm1000013488.9439259550.dundefined&aecmd=true",Para validar,"Validar foto, prazo, avaliacoes e rastreio antes de publicar.",https://ae-pic-a1.aliexpress-media.com/kf/Sc72bf304045f4f06899b479cbc6c8538E.jpg_220x220q75.jpg_.webp
